route_id,scheduled_time,actual_time,weather,passenger_count,latitude,longitude,valid_gps,delay_minutes,hour,day_of_week,is_weekend,time_of_day,weather_severity,route_frequency
R3,2025-01-09 09:00:00,2025-01-09 09:00:00,cloudy,25.0,25.35695485,32.30378788,True,0.0,9,3,0,morning,2,137
R1,2025-01-09 10:00:00,2025-01-09 10:59:00,cloudy,250.0,23.35500857,33.32163897,True,59.0,10,3,0,morning,2,69
R1,2025-01-09 11:00:00,2025-01-09 12:23:00,cloudy,41.0,24.22971467,32.80577029,True,83.0,11,3,0,morning,2,69
R3,2025-01-09 12:00:00,2025-01-09 12:00:00,sunny,250.0,25.51940686,33.67756987,True,0.0,12,3,0,afternoon,1,137
R3,2025-01-09 13:00:00,2025-01-09 15:21:00,rainy,250.0,24.15149886,32.33014004,True,141.0,13,3,0,afternoon,3,137
R4,2025-01-09 14:00:00,2025-01-09 16:00:00,cloudy,76.0,24.71561681,32.82126874,True,120.0,14,3,0,afternoon,2,48
R3,2025-01-09 15:00:00,2025-01-09 15:00:00,unknown,250.0,24.76330808,32.89392266,True,0.0,15,3,0,afternoon,2,137
R3,2025-01-09 16:00:00,2025-01-09 18:21:00,sunny,46.0,23.55342876,32.77509149,True,141.0,16,3,0,afternoon,1,137
R3,2025-01-09 17:00:00,2025-01-09 18:04:00,sunny,97.0,24.08670632,33.10790132,True,64.0,17,3,0,afternoon,1,137
R3,2025-01-09 18:00:00,2025-01-09 19:42:00,sunny,250.0,24.00353387,31.71230041,True,102.0,18,3,0,evening,1,137
R3,2025-01-09 19:00:00,2025-01-09 21:48:00,cloudy,250.0,23.07859013,32.53709133,True,168.0,19,3,0,evening,2,137
R3,2025-01-09 20:00:00,2025-01-09 21:08:00,sunny,250.0,23.07257529,31.31267441,True,68.0,20,3,0,evening,1,137
R2,2025-01-09 21:00:00,2025-01-09 23:48:00,sunny,9.0,25.49509113,32.15353398,True,168.0,21,3,0,evening,1,46
R3,2025-01-09 22:00:00,2025-01-09 22:59:00,cloudy,250.0,23.81921243,32.46300121,True,59.0,22,3,0,night,2,137
R3,2025-01-09 23:00:00,2025-01-09 23:08:00,sunny,250.0,24.5542363,32.95667278,True,8.0,23,3,0,night,1,137
R3,2025-01-10 00:00:00,2025-01-10 02:09:00,sunny,250.0,23.89617672,33.85159316,True,129.0,0,4,0,night,1,137
R3,2025-01-10 01:00:00,2025-01-10 03:11:00,cloudy,38.0,25.82203774,32.8019532,True,131.0,1,4,0,night,2,137
R1,2025-01-10 02:00:00,2025-01-10 04:08:00,rainy,250.0,23.77789028,33.23078175,True,128.0,2,4,0,night,3,69
R1,2025-01-10 03:00:00,2025-01-10 02:52:00,sunny,250.0,24.28897044,32.51879818,True,-8.0,3,4,0,night,1,69
R2,2025-01-10 04:00:00,2025-01-10 03:59:00,rainy,38.0,25.61819075,32.90231209,True,-1.0,4,4,0,night,3,46
R1,2025-01-10 05:00:00,2025-01-10 05:00:00,unknown,117.0,25.5258007,31.21279665,True,0.0,5,4,0,night,2,69
R3,2025-01-10 06:00:00,2025-01-10 06:02:00,cloudy,250.0,23.55830425,31.76317474,True,2.0,6,4,0,morning,2,137
R3,2025-01-10 07:00:00,2025-01-10 07:00:00,unknown,2.0,25.40792993,32.08555928,True,0.0,7,4,0,morning,2,137
R1,2025-01-10 08:00:00,2025-01-10 09:02:00,unknown,69.0,24.37456066,32.41748007,True,62.0,8,4,0,morning,2,69
R1,2025-01-10 09:00:00,2025-01-10 11:12:00,cloudy,12.0,24.44890662,31.13694624,True,132.0,9,4,0,morning,2,69
R2,2025-01-10 10:00:00,2025-01-10 11:23:00,rainy,59.0,23.40043992,31.42007229,True,83.0,10,4,0,morning,3,46
R2,2025-01-10 11:00:00,2025-01-10 11:51:00,rainy,107.0,23.24180454,31.83044292,True,51.0,11,4,0,morning,3,46
R3,2025-01-10 12:00:00,2025-01-10 13:49:00,sunny,250.0,25.18381792,33.91459807,True,109.0,12,4,0,afternoon,1,137
R3,2025-01-10 13:00:00,2025-01-10 14:05:00,sunny,250.0,24.48938346,31.99404102,True,65.0,13,4,0,afternoon,1,137
R2,2025-01-10 14:00:00,2025-01-10 14:00:00,sunny,107.0,24.31055211,32.44612317,True,0.0,14,4,0,afternoon,1,46
R1,2025-01-10 15:00:00,2025-01-10 17:19:00,cloudy,117.0,25.18852469,31.58829314,True,139.0,15,4,0,afternoon,2,69
R3,2025-01-10 16:00:00,2025-01-10 17:34:00,sunny,101.0,25.2965387,32.83234021,True,94.0,16,4,0,afternoon,1,137
R3,2025-01-10 17:00:00,2025-01-10 17:19:00,rainy,250.0,23.4767245,31.84204965,True,19.0,17,4,0,afternoon,3,137
R1,2025-01-10 18:00:00,2025-01-10 17:54:00,sunny,250.0,24.83067545,31.62097774,True,-6.0,18,4,0,evening,1,69
R2,2025-01-10 19:00:00,2025-01-10 21:23:00,rainy,76.0,23.40606225,32.54971789,True,143.0,19,4,0,evening,3,46
R1,2025-01-10 20:00:00,2025-01-10 20:31:00,unknown,250.0,25.25412526,31.0165174,True,31.0,20,4,0,evening,2,69
R3,2025-01-10 21:00:00,2025-01-10 22:01:00,sunny,250.0,24.97086547,31.0229921,True,61.0,21,4,0,evening,1,137
R4,2025-01-10 22:00:00,2025-01-10 22:21:00,rainy,15.0,25.86984386,31.65720643,True,21.0,22,4,0,night,3,48
R4,2025-01-10 23:00:00,2025-01-10 23:00:00,unknown,76.0,23.20687405,31.11016409,True,0.0,23,4,0,night,2,48
R3,2025-01-11 00:00:00,2025-01-11 02:22:00,sunny,250.0,23.17116416,31.32407726,True,142.0,0,5,1,night,1,137
R1,2025-01-11 01:00:00,2025-01-11 01:42:00,unknown,250.0,23.84656122,32.01658195,True,42.0,1,5,1,night,2,69
R1,2025-01-11 02:00:00,2025-01-11 04:03:00,cloudy,103.0,23.78511705,33.40775704,True,123.0,2,5,1,night,2,69
R3,2025-01-11 03:00:00,2025-01-11 03:31:00,rainy,250.0,23.7409364,32.71614593,True,31.0,3,5,1,night,3,137
R3,2025-01-11 04:00:00,2025-01-11 04:22:00,rainy,250.0,25.71876374,32.53800318,True,22.0,4,5,1,night,3,137
R3,2025-01-11 05:00:00,2025-01-11 07:33:00,rainy,250.0,23.7486386,31.88046647,True,153.0,5,5,1,night,3,137
R3,2025-01-11 06:00:00,2025-01-11 07:26:00,cloudy,13.0,23.81584918,33.79526116,True,86.0,6,5,1,morning,2,137
R1,2025-01-11 07:00:00,2025-01-11 09:52:00,cloudy,250.0,25.27819479,32.19104512,True,172.0,7,5,1,morning,2,69
R3,2025-01-11 08:00:00,2025-01-11 08:00:00,cloudy,250.0,24.34921953,31.2612783,True,0.0,8,5,1,morning,2,137
R3,2025-01-11 09:00:00,2025-01-11 08:59:00,cloudy,250.0,25.33013167,32.85119955,True,-1.0,9,5,1,morning,2,137
R1,2025-01-11 10:00:00,2025-01-11 11:26:00,sunny,117.0,24.49476705,32.51879818,False,86.0,10,5,1,morning,1,69
R3,2025-01-11 11:00:00,2025-01-11 13:28:00,unknown,250.0,24.46271358,32.03566943,True,148.0,11,5,1,morning,2,137
R3,2025-01-11 12:00:00,2025-01-11 14:49:00,cloudy,250.0,23.1008408,32.52223582,True,169.0,12,5,1,afternoon,2,137
R3,2025-01-11 13:00:00,2025-01-11 12:54:00,rainy,59.0,23.18795961,33.62266757,True,-6.0,13,5,1,afternoon,3,137
R1,2025-01-11 14:00:00,2025-01-11 15:05:00,rainy,117.0,25.71931236,32.48063974,True,65.0,14,5,1,afternoon,3,69
R3,2025-01-11 15:00:00,2025-01-11 16:24:00,cloudy,250.0,23.41773611,33.1067763,True,84.0,15,5,1,afternoon,2,137
R1,2025-01-11 16:00:00,2025-01-11 16:25:00,rainy,250.0,24.59726205,33.97845052,True,25.0,16,5,1,afternoon,3,69
R4,2025-01-11 17:00:00,2025-01-11 17:58:00,cloudy,76.0,24.23328681,31.39446736,True,58.0,17,5,1,afternoon,2,48
R2,2025-01-11 18:00:00,2025-01-11 19:33:00,rainy,250.0,24.04202998,31.82419458,True,93.0,18,5,1,evening,3,46
R2,2025-01-11 19:00:00,2025-01-11 19:12:00,sunny,107.0,25.69950004,32.18372823,True,12.0,19,5,1,evening,1,46
R2,2025-01-11 20:00:00,2025-01-11 21:36:00,sunny,107.0,23.06547019,32.26548454,True,96.0,20,5,1,evening,1,46
R3,2025-01-11 21:00:00,2025-01-11 23:59:00,unknown,250.0,24.99136906,32.23306323,True,179.0,21,5,1,evening,2,137
R4,2025-01-11 22:00:00,2025-01-11 23:40:00,unknown,9.0,25.8901833,33.72283301,True,100.0,22,5,1,night,2,48
R1,2025-01-11 23:00:00,2025-01-11 00:29:00,sunny,53.0,24.68050455,33.14209793,True,-1351.0,23,5,1,night,1,69
R3,2025-01-12 00:00:00,2025-01-12 01:01:00,sunny,13.0,25.81046739,32.82371564,True,61.0,0,6,1,night,1,137
R1,2025-01-12 01:00:00,2025-01-12 02:21:00,cloudy,250.0,23.15677364,31.92811815,True,81.0,1,6,1,night,2,69
R3,2025-01-12 02:00:00,2025-01-12 02:40:00,cloudy,250.0,24.25637996,33.47137115,True,40.0,2,6,1,night,2,137
R1,2025-01-12 03:00:00,2025-01-12 03:30:00,rainy,24.0,23.78047337,33.86518153,True,30.0,3,6,1,night,3,69
R4,2025-01-12 04:00:00,2025-01-12 03:50:00,rainy,7.0,25.19246289,33.46359485,True,-10.0,4,6,1,night,3,48
R3,2025-01-12 05:00:00,2025-01-12 06:19:00,cloudy,250.0,25.94389127,31.00469532,True,79.0,5,6,1,night,2,137
R3,2025-01-12 06:00:00,2025-01-12 06:46:00,cloudy,67.0,23.76959019,32.90920411,True,46.0,6,6,1,morning,2,137
R1,2025-01-12 07:00:00,2025-01-12 07:44:00,sunny,31.0,24.9625238,31.15340614,True,44.0,7,6,1,morning,1,69
R1,2025-01-12 08:00:00,2025-01-12 10:18:00,unknown,250.0,23.5942929,31.77282166,True,138.0,8,6,1,morning,2,69
R3,2025-01-12 09:00:00,2025-01-12 09:00:00,sunny,250.0,24.69599076,31.1785741,True,0.0,9,6,1,morning,1,137
R3,2025-01-12 10:00:00,2025-01-12 12:49:00,rainy,250.0,24.39179746,32.81138636,True,169.0,10,6,1,morning,3,137
R3,2025-01-12 11:00:00,2025-01-12 11:00:00,sunny,250.0,25.91601599,33.05976974,True,0.0,11,6,1,morning,1,137
R4,2025-01-12 12:00:00,2025-01-12 12:52:00,sunny,76.0,24.82558182,31.34346291,True,52.0,12,6,1,afternoon,1,48
R3,2025-01-12 13:00:00,2025-01-12 13:27:00,sunny,250.0,24.04851912,32.15151665,True,27.0,13,6,1,afternoon,1,137
R3,2025-01-12 14:00:00,2025-01-12 16:31:00,sunny,250.0,23.34228735,32.36870953,True,151.0,14,6,1,afternoon,1,137
R3,2025-01-12 15:00:00,2025-01-12 17:40:00,sunny,49.0,23.45374049,32.10715907,True,160.0,15,6,1,afternoon,1,137
R2,2025-01-12 16:00:00,2025-01-12 18:48:00,cloudy,78.0,23.67595079,31.363075,True,168.0,16,6,1,afternoon,2,46
R4,2025-01-12 17:00:00,2025-01-12 19:49:00,sunny,76.0,23.75289998,32.25684337,True,169.0,17,6,1,afternoon,1,48
R1,2025-01-12 18:00:00,2025-01-12 18:00:00,sunny,117.0,25.55184817,33.25353414,True,0.0,18,6,1,evening,1,69
R3,2025-01-12 19:00:00,2025-01-12 19:18:00,cloudy,250.0,24.68366836,31.21302299,True,18.0,19,6,1,evening,2,137
R1,2025-01-12 20:00:00,2025-01-12 22:23:00,cloudy,15.0,24.57017273,31.24054004,True,143.0,20,6,1,evening,2,69
R4,2025-01-12 21:00:00,2025-01-12 22:10:00,unknown,102.0,23.34430662,32.06431388,True,70.0,21,6,1,evening,2,48
R3,2025-01-12 22:00:00,2025-01-12 23:47:00,unknown,51.0,25.58041908,33.82517713,True,107.0,22,6,1,night,2,137
R4,2025-01-12 23:00:00,2025-01-12 23:00:00,rainy,76.0,25.16844291,33.00571794,True,0.0,23,6,1,night,3,48
R3,2025-01-13 00:00:00,2025-01-13 00:00:00,rainy,250.0,23.20300509,33.03600987,True,0.0,0,0,0,night,3,137
R3,2025-01-13 01:00:00,2025-01-13 03:10:00,sunny,250.0,25.12350529,32.08575997,True,130.0,1,0,0,night,1,137
R3,2025-01-13 02:00:00,2025-01-13 03:52:00,unknown,250.0,24.63061465,32.78098237,True,112.0,2,0,0,night,2,137
R1,2025-01-13 03:00:00,2025-01-13 05:27:00,cloudy,85.0,23.24517604,31.03039355,True,147.0,3,0,0,night,2,69
R1,2025-01-13 04:00:00,2025-01-13 04:19:00,sunny,117.0,24.37490192,32.90828814,True,19.0,4,0,0,night,1,69
R3,2025-01-13 05:00:00,2025-01-13 05:00:00,unknown,90.0,24.45408886,33.73986084,True,0.0,5,0,0,night,2,137
R3,2025-01-13 06:00:00,2025-01-13 08:44:00,sunny,250.0,23.49732362,32.83772041,True,164.0,6,0,0,morning,1,137
R4,2025-01-13 07:00:00,2025-01-13 08:42:00,unknown,76.0,25.83709444,33.62109578,True,102.0,7,0,0,morning,2,48
R4,2025-01-13 08:00:00,2025-01-13 10:48:00,sunny,38.0,25.54992611,33.17191917,True,168.0,8,0,0,morning,1,48
R3,2025-01-13 09:00:00,2025-01-13 08:57:00,unknown,250.0,25.00706701,31.36167525,True,-3.0,9,0,0,morning,2,137
R3,2025-01-13 10:00:00,2025-01-13 10:00:00,cloudy,84.0,24.38688668,33.70735992,True,0.0,10,0,0,morning,2,137
R1,2025-01-13 11:00:00,2025-01-13 10:59:00,unknown,44.0,24.23529662,31.19933153,True,-1.0,11,0,0,morning,2,69
